Bordereau_Date|MGA_CODE|Policy_Number|Policy_Effective_Date|Policy_Expiration_Date|Tax_Surcharge_State|Tax_Surchage_Code|Tax_Surchage_Amount|TFS_Amount_Currency|Endorsement_Sequence_Number|Starr_Collectible_Ind
2015-07-31|M01001|SIGCM800002467|2015-02-27|2016-02-27|NJ|10016|17.00|USD|1|101
2015-07-31|M01001|SIGCM800002533|2015-07-01|2016-07-01|NJ|10016|5.00|USD|0|101
2015-07-31|M01001|SIGCM800002558|2015-07-03|2016-07-03|NJ|10016|106.00|USD|0|101
2015-07-31|M01001|SIGCM800002559|2015-07-09|2016-07-09|NJ|10016|135.00|USD|0|101
2015-07-31|M01001|SIGCM800002560|2015-07-10|2016-07-10|NJ|10016|23.00|USD|0|101
2015-07-31|M01001|SIGCM800002561|2015-07-12|2016-07-12|NJ|10016|70.00|USD|0|101
2015-07-31|M01001|SIGCM800002566|2015-07-16|2016-07-16|NJ|10016|21.00|USD|0|101
2015-07-31|M01001|SIGCM800002567|2015-07-10|2016-07-10|NJ|10016|88.00|USD|0|101
2015-07-31|M01001|SIGCM800002567|2015-07-10|2016-07-10|NJ|10016|-4.00|USD|1|101
2015-07-31|M01001|SIGCM800002568|2015-07-10|2016-07-10|NJ|10016|103.00|USD|0|101
2015-07-31|M01001|SIGCM800002568|2015-07-10|2016-07-10|NJ|10016|-4.00|USD|1|101
2015-07-31|M01001|SIGCM800002569|2015-07-24|2016-07-24|NJ|10016|51.00|USD|0|101
2015-07-31|M01001|SIGCM800002588|2014-08-28|2015-08-28|NJ|10016|5.00|USD|3|101
2015-07-31|M01001|SIGCM800002604|2014-09-27|2015-09-27|NJ|10016|2.00|USD|2|101
2015-07-31|M01001|SIGCM800002722|2015-02-25|2016-02-25|NJ|10016|-19.00|USD|1|101
2015-07-31|M01001|SIGCM800002722|2015-02-25|2016-02-25|NJ|10016|19.00|USD|2|101
2015-07-31|M01001|SIGCM800002785|2015-06-02|2016-06-02|NJ|10016|-3.00|USD|2|101
2015-07-31|M01001|SIGCM800002805|2015-06-27|2016-06-27|NJ|10016|-1.00|USD|3|101
2015-07-31|M01001|SIGCM800002817|2015-06-26|2016-06-26|NJ|10016|-1.00|USD|1|101
2015-07-31|M01001|SIGCM800002818|2015-07-08|2016-07-08|NJ|10016|55.00|USD|0|101
2015-07-31|M01001|SIGCM800002819|2015-07-08|2016-07-08|NJ|10016|68.00|USD|0|101
2015-07-31|M01001|SIGCM800002820|2015-07-13|2016-07-13|NJ|10016|67.00|USD|0|101
2015-07-31|M01001|SIGCM800002823|2015-07-03|2016-07-03|NJ|10016|65.00|USD|0|101
2015-07-31|M01001|SIGCM800002824|2015-07-16|2016-07-16|NJ|10016|30.00|USD|0|101
2015-07-31|M01001|SIGCM800002825|2015-07-05|2016-07-05|NJ|10016|8.00|USD|0|101
2015-07-31|M01001|SIGCM800002825|2015-07-05|2016-07-05|NJ|10016|2.00|USD|1|101
2015-07-31|M01001|SIGCM800002826|2015-07-16|2016-07-16|NJ|10016|57.00|USD|0|101
2015-07-31|M01001|SIGCM800002828|2015-07-10|2016-07-10|NJ|10016|68.00|USD|0|101
2015-07-31|M01001|SIGCM800002831|2015-07-17|2016-07-17|NJ|10016|33.00|USD|0|101
2015-07-31|M01001|SIGCM800002832|2015-07-20|2016-07-20|NJ|10016|30.00|USD|0|101
2015-07-31|M01001|SIGCM800002833|2015-07-21|2016-07-21|NJ|10016|12.00|USD|0|101
2015-07-31|M01001|SIGCM800002834|2015-07-28|2016-07-28|NJ|10016|41.00|USD|0|101
2015-07-31|M01001|SIGCM800002835|2015-07-28|2016-07-28|NJ|10016|38.00|USD|0|101
2015-07-31|M01001|SIGCM800002839|2015-07-27|2016-07-27|NJ|10016|215.00|USD|0|101
2015-07-31|M01001|SIGCM800002840|2015-07-31|2016-07-31|NJ|10016|64.00|USD|0|101
2015-07-31|M01001|SIGCM800002841|2015-07-31|2016-07-31|NJ|10016|412.00|USD|0|101
2015-07-31|M01001|SIGCM800002871|2015-07-15|2016-07-15|NJ|10016|26.00|USD|0|101
2015-07-31|M01001|SIGCM800002876|2014-09-11|2015-09-11|NJ|10016|1.00|USD|2|101
2015-07-31|M01001|SIGCM800002967|2014-10-07|2015-10-07|NJ|10016|3.00|USD|6|101
2015-07-31|M01001|SIGCM800002971|2014-12-04|2015-12-04|NJ|10016|-80.00|USD|3|101
2015-07-31|M01001|SIGCM800002993|2014-12-16|2015-12-16|NJ|10016|4.00|USD|2|101
2015-07-31|M01001|SIGCM800003014|2015-01-08|2016-01-08|NJ|10016|3.00|USD|2|101
2015-07-31|M01001|SIGCM800003037|2015-02-28|2016-02-28|NJ|10016|-12.00|USD|2|101
2015-07-31|M01001|SIGCM800003064|2015-03-16|2016-03-16|NJ|10016|3.00|USD|1|101
2015-07-31|M01001|SIGCM800003086|2015-04-01|2016-04-01|NJ|10016|1.00|USD|3|101
2015-07-31|M01001|SIGCM800003105|2015-04-28|2016-04-28|NJ|10016|6.00|USD|1|101
2015-07-31|M01001|SIGCM800003129|2015-06-10|2016-06-10|NJ|10016|3.00|USD|1|101
2015-07-31|M01001|SIGCM800003135|2015-07-01|2016-07-01|NJ|10016|34.00|USD|0|101
2015-07-31|M01001|SIGCM800003136|2015-07-01|2016-07-01|NJ|10016|29.00|USD|0|101
2015-07-31|M01001|SIGCM800003137|2015-07-03|2016-07-03|NJ|10016|323.00|USD|0|101
2015-07-31|M01001|SIGCM800003138|2015-07-01|2016-07-01|NJ|10016|58.00|USD|0|101
2015-07-31|M01001|SIGCM800003140|2015-07-06|2016-07-06|NJ|10016|56.00|USD|0|101
2015-07-31|M01001|SIGCM800003141|2015-07-09|2016-07-09|NJ|10016|38.00|USD|0|101
2015-07-31|M01001|SIGCM800003142|2015-07-08|2016-07-08|NJ|10016|57.00|USD|0|101
2015-07-31|M01001|SIGCM800003143|2015-07-03|2016-07-03|NJ|10016|29.00|USD|0|101
2015-07-31|M01001|SIGCM800003144|2015-07-02|2016-07-02|NJ|10016|30.00|USD|0|101
2015-07-31|M01001|SIGCM800003145|2015-07-13|2016-07-13|NJ|10016|37.00|USD|0|101
2015-07-31|M01001|SIGCM800003146|2015-07-17|2016-07-17|NJ|10016|271.00|USD|0|101
2015-07-31|M01001|SIGCM800003147|2015-07-20|2016-07-20|NJ|10016|71.00|USD|0|101
2015-07-31|M01001|SIGCM800003148|2015-07-24|2016-07-24|NJ|10016|69.00|USD|0|101
2015-07-31|M01001|SIGCM800003149|2015-07-20|2016-07-20|NJ|10016|25.00|USD|0|101
2015-07-31|M01001|SIGCM800003150|2015-07-20|2016-07-20|NJ|10016|62.00|USD|0|101
2015-07-31|M01001|SIGCM800003151|2015-07-16|2016-07-16|NJ|10016|10.00|USD|0|101
2015-07-31|M01001|SIGCM800003153|2015-07-28|2016-07-28|NJ|10016|47.00|USD|0|101
2015-07-31|M01001|SIGCM800003154|2015-07-29|2016-07-29|NJ|10016|44.00|USD|0|101

